Type (##),Untradeable (##),Name (str),numMods (##),setCode,mod1.type,mod1.index,mod1.value,mod1.set,mod2.type,mod2.index,mod2.value,mod2.set,mod3.type,mod3.index,mod3.value,mod3.set,mod4.type,mod4.index,mod4.value,mod4.set,mod5.type,mod5.index,mod5.value,mod5.set,mod6.type,mod6.index,mod6.value,mod6.set
10,0,Hadouken,1,0,2,96,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,0,Lava Lamp,1,0,2,97,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,0,Tesla Coil,1,0,2,98,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,0,TNT Pack,1,0,2,99,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,0,Third Spike,1,0,2,100,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,0,Vital Organ,1,0,2,101,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,0,Block,1,0,2,102,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,0,Cough Cough,1,0,2,103,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,0,Metamorphosis,1,0,2,104,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,0,Acid Rain,1,0,2,105,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,0,Sporetex 4.3,1,0,2,106,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,0,Class Mastery,6,0,2,35,1,0,2,52,1,0,2,27,1,0,2,76,1,0,2,86,1,0,2,7,1,0
9,0,Bug Zapper,3,0,1,1000,20,0,1,1001,10,0,1,1002,10,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,Spraypaint,3,0,1,1100,20,0,1,1101,10,0,1,1102,10,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,Boomstick,3,0,1,1200,20,0,1,1201,10,0,1,1202,10,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,Bot's Gun,3,0,1,1300,20,0,1,1301,10,0,1,1302,10,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,Gatling Gun,3,0,1,1400,20,0,1,1401,10,0,1,1402,10,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,The Big Pill,3,0,1,1500,20,0,1,1501,10,0,1,1502,10,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,Godfather,3,0,1,1600,20,0,1,1601,10,0,1,1602,10,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,Auto-blaster,3,0,1,1700,20,0,1,1701,10,0,1,1702,10,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,Hot Uranium,3,0,1,1800,20,0,1,1802,10,0,1,1801,10,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,BFG20K,3,0,1,1900,20,0,1,1901,10,0,1,1902,10,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,Lightsabre,3,0,1,2000,20,0,1,2001,10,0,1,2002,10,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,50mm Cannon,3,0,1,2100,20,0,1,2101,10,0,1,2102,10,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,Kaboom!,3,0,1,2200,20,0,1,2201,10,0,1,2202,10,0,0,0,0,0,0,0,0,0,0,0,0,0
40,0,Monk's Rosary,4,666,2,20,10,0,2,59,10,0,2,91,10,0,2,65,10,0,0,0,0,0,0,0,0,0
9,0,Monk's Sash,5,666,1,1400,20,0,1,1401,10,0,1,1402,10,0,1,1403,1,0,1,1404,1,0,0,0,0,0
10,0,Monk's Robe,4,666,2,36,10,0,2,64,10,0,2,62,10,0,2,75,10,0,0,0,0,0,0,0,0,0
40,0,Paladin's Clasp,4,1337,2,1,10,0,2,54,10,0,2,9,10,0,2,47,10,0,0,0,0,0,0,0,0,0
9,0,Paladin's Shield,5,1337,1,2000,20,0,1,2001,10,0,1,2002,10,0,1,2003,10,0,1,2004,1,0,0,0,0,0
10,0,Paladin's Helm,3,1337,2,97,10,0,2,17,10,0,2,32,10,0,0,0,0,0,0,0,0,0,0,0,0,0
40,0,Fusion Pack,4,100,2,26,10,0,2,49,10,0,2,29,10,0,2,14,10,0,0,0,0,0,0,0,0,0
9,0,Fission Pack,5,100,1,1900,20,0,1,1901,10,0,1,1902,10,0,1,1903,1,0,1,1904,1,0,0,0,0,0
10,0,Quantum Pack,4,100,1,24,10,0,1,87,10,0,1,89,10,0,1,74,10,0,0,0,0,0,0,0,0,0
40,0,Devil's Strap,4,300,2,10,3,0,2,0,10,0,2,99,10,0,2,25,10,0,0,0,0,0,0,0,0,0
9,0,Devil's Hand,5,300,1,1800,20,0,1,1801,10,0,1,1802,10,0,1,1803,1,0,1,1804,1,0,0,0,0,0
10,0,Devil's Eye,4,300,1,2,10,0,1,88,10,0,1,70,10,0,1,93,10,0,0,0,0,0,0,0,0,0
40,0,Lucky Charm,4,400,2,51,10,0,2,53,10,0,2,73,10,0,2,34,10,0,0,0,0,0,0,0,0,0
9,0,Lucky Ring,5,400,1,1500,20,0,1,1501,10,0,1,1502,10,0,1,1503,1,0,1,1504,1,0,0,0,0,0
10,0,Lucky Pendant,4,400,1,96,10,0,1,21,10,0,1,98,10,0,1,33,10,0,0,0,0,0,0,0,0,0
40,0,Necro's Skin,4,500,2,57,10,0,2,58,10,0,2,30,10,0,2,44,10,0,0,0,0,0,0,0,0,0
9,0,Necro's Finger,5,500,1,1300,20,0,1,1301,10,0,1,1302,10,0,1,1303,1,0,1,1304,1,0,0,0,0,0
10,0,Necro's Tooth,4,500,1,60,10,0,1,95,10,0,1,50,10,0,1,46,10,0,0,0,0,0,0,0,0,0
10,0,Dracula's Eye,4,600,1,5,10,0,1,90,10,0,1,10,10,0,1,45,10,0,0,0,0,0,0,0,0,0
40,0,Dracula's Heart,4,600,2,56,10,0,2,55,10,0,2,18,10,0,2,19,10,0,0,0,0,0,0,0,0,0
9,0,Dracula's Nail,5,600,1,1600,20,0,1,1601,10,0,1,1602,10,0,1,1603,1,0,1,1604,1,0,0,0,0,0
10,0,Bauul's Mind,3,700,1,77,10,0,1,79,10,0,1,83,10,0,0,0,0,0,0,0,0,0,0,0,0,0
40,0,Bauul's Soul,3,700,2,78,10,0,2,80,10,0,2,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,Bauul's Staff,5,700,1,2100,20,0,1,2101,10,0,1,2102,10,0,1,2103,1,0,1,2104,1,0,0,0,0,0
10,0,Xen's Brain,4,1000,1,100,10,0,1,101,10,0,1,105,10,0,1,102,10,0,0,0,0,0,0,0,0,0
9,0,Xen's Claw,5,1000,1,1700,20,0,1,1701,10,0,1,1702,10,0,1,1703,1,0,1,1704,1,0,0,0,0,0
40,0,Xen's Organ,4,1000,2,103,10,0,2,104,10,0,2,106,10,0,2,68,10,0,0,0,0,0,0,0,0,0
40,0,The Spam King,2,0,1,1400,20,0,1,1402,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,0,Bomberman,3,0,1,1501,20,0,1,1502,20,0,2,43,15,0,0,0,0,0,0,0,0,0,0,0,0,0
40,0,Tracer Upgrade,2,0,1,1302,10,0,1,1402,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
